=== Experiment 003: Tale of Two Cities ===
Date: Sun Apr  5 07:14:45 PM EDT 2026
Running exp003...
Loading data... 50257 tokens x 768d

=== Real Text: tale-ch1.txt ===
  Total tokens: 1401
  Unique tokens: 638
  Unique ratio: 45.5%
  Most repeated:
    ","          x94
    "\n"         x90
    " the"       x74
    " of"        x54
    " and"       x37
  Tokens appearing once: 494

  Decomposing (trace mode)...
   Step        Norm  Token              Hit?
    764  1021.0054  " makes"           miss
    765  1019.4924  " them"            HIT
    766  1017.8822  "-"                HIT
    767  1016.1772  "what"             miss
    768  1014.4150  " were"            HIT
    769  1012.9067  "\u001C"           miss
    770  1011.2386  "\n"               HIT
    771  1009.7864  "?"                miss
    772  1008.0930  "\u001C"           miss
    773  1006.4283  " his"             HIT
    774  1004.9553  " and"             HIT
    775  1003.5507  " be"              HIT
    776  1002.1265  "\u001C"           miss
    777  1000.4635  " of"              HIT
    778  999.0654  ","                HIT
    779  997.4094  "\u001C"           miss
    780  995.7474  " pious"           miss
    781  993.8087  " his"             HIT
    782  992.3414  "\n"               HIT
    783  990.8948  "-"                HIT
    784  989.1988  "\u001C"           miss
    785  987.5402  "\u001C"           miss
    786  985.8882  " pious"           miss
    787  983.9615  " five"            HIT
    788  982.5557  " and"             HIT
    789  981.1518  ","                HIT
    790  979.4981  " people"          HIT
    791  977.9697  "\n"               HIT
    792  976.5281  "what"             miss
    793  974.7814  " them"            HIT
    794  973.1859  "\u001C"           miss
    795  971.5358  "\u001C"           miss
    796  969.8919  " neighb"          miss
    797  967.3533  " pious"           miss
    798  965.4404  "\u001C"           miss
    799  963.8116  " by"              HIT
    800  962.4331  " and"             HIT
    801  961.0294  ","                HIT
    802  959.3725  "\u001C"           miss
    803  957.7430  " pious"           miss
    804  955.8416  "-"                HIT
    805  954.1434  " five"            HIT
    806  952.7433  " from"            HIT
    807  951.3474  "\n"               HIT
    808  949.9058  "\u001C"           miss
    809  948.2792  " neighb"          miss
    810  945.7678  " pious"           miss
    811  943.8771  " and"             HIT
    812  942.4763  ","                HIT
    813  940.8257  "\u001C"           miss
    814  939.2072  "\u001C"           miss
    815  937.5960  " neighb"          miss
    816  935.1104  " pious"           miss
    817  933.2358  " of"              HIT
    818  931.8388  " by"              HIT
    819  930.4706  " and"             HIT
    820  929.0729  "\u001C"           miss
    821  927.4704  "\u001C"           miss
    822  925.8754  " pious"           miss
    823  924.0137  ","                HIT
    824  922.3563  " to"              HIT
    825  921.0011  "-"                HIT
    826  919.3093  "\u001C"           miss
    827  917.7160  " neighb"          miss
    828  915.2595  " joyful"          miss
    829  913.5023  "\n"               HIT
    830  912.0573  "\u001C"           miss
    831  910.4772  " and"             HIT
    832  909.0779  ","                HIT
    833  907.4290  " pious"           miss
    834  905.5811  " people"          HIT
    835  904.0576  " five"            HIT
    836  902.6642  "\n"               HIT
    837  901.2261  " his"             HIT
    838  899.7708  " of"              HIT
    839  898.3867  " five"            HIT
    840  896.9991  "-"                HIT
    841  895.3193  " people"          HIT
    842  893.8063  " taking"          HIT
    843  892.3277  "\u001C"           miss
    844  890.7409  "\u001C"           miss
    845  889.1622  " and"             HIT
    846  887.7742  "\u001C"           miss
    847  886.2006  ","                HIT
    848  884.5605  " joyful"          miss
    849  882.8173  "\n"               HIT
    850  881.3862  " his"             HIT
    851  879.9392  " to"              HIT
    852  878.6006  "\u001C"           miss
    853  877.0288  ","                HIT
    854  875.3961  " five"            HIT
    855  874.0162  "\n"               HIT
    856  872.5939  "\u001C"           miss
    857  871.0228  "-"                HIT
    858  869.3538  "\u001C"           miss
    859  867.7878  " and"             HIT
    860  866.4097  " people"          HIT
    861  864.9047  " pious"           miss
    862  863.0758  " that"            HIT
    863  861.7509  " his"             HIT
    864  860.3147  " five"            HIT
    865  858.9427  ","                HIT
    866  857.3224  "\u001C"           miss
    867  855.7579  "\n"               HIT
    868  854.3422  " people"          HIT
    869  852.8467  " taking"          HIT
    870  851.3857  " of"              HIT
    871  850.0245  " five"            HIT
    872  848.6597  " be"              HIT
    873  847.2734  " them"            HIT
    874  845.7148  "-"                HIT
    875  844.0657  " his"             HIT
    876  842.6434  " taking"          HIT
    877  841.1923  " made"            HIT
    878  839.7528  " five"            HIT
    879  838.3962  " people"          HIT
    880  836.9145  "\n"               HIT
    881  835.5161  "what"             miss
    882  833.8209  " those"           HIT
    883  832.3809  ","                HIT
    884  830.7842  " five"            HIT
    885  829.4352  " taking"          HIT
    886  827.9950  " them"            HIT
    887  826.4544  "10"               miss
    888  824.9695  " made"            HIT
    889  823.5436  "what"             miss
    890  821.8613  " be"              HIT
    891  820.4961  " people"          HIT
    892  819.0300  "-"                HIT
    893  817.4061  " six"             miss
    894  816.0659  "\n"               HIT
    895  814.6840  " taking"          HIT
    896  813.2557  "what"             miss
    897  811.5834  " did"             HIT
    898  810.1331  " them"            HIT
    899  808.6084  "?"                miss
    900  807.0006  "10"               miss
    901  805.5324  " kept"            miss
    902  803.9799  "year"             miss
    903  802.2333  " and"             HIT
    904  800.9036  " people"          HIT
    905  799.4523  "\xFB"             miss
    906  797.8765  ","                HIT
    907  796.3065  " those"           HIT
    908  794.8953  " be"              HIT
    909  793.5505  "\xFB"             miss
    910  791.9782  " six"             miss
    911  790.6519  "\n"               HIT
    912  789.2844  ","                HIT
    913  787.7241  "\xFB"             miss
    914  786.1541  " going"           HIT
    915  784.7178  "year"             miss
    916  782.9853  " and"             HIT
    917  781.6658  " wretched"        HIT
    918  779.9196  "man"              HIT
    919  778.1179  " good"            HIT
    920  776.6413  "-"                HIT
    921  775.0483  "\xFB"             miss
    922  773.4850  " five"            HIT
    923  772.1695  "\n"               HIT
    924  770.8118  " kept"            miss
    925  769.2800  " people"          HIT
    926  767.8465  "\xFB"             miss
    927  766.2906  ","                HIT
    928  764.7402  " taking"          HIT
    929  763.3406  " huge"            miss
    930  761.8805  "35"               miss
    931  760.3932  " and"             HIT
    932  759.0861  " wretched"        HIT
    933  757.3540  " those"           HIT
    934  755.9631  "man"              HIT
    935  754.1768  " lot"             miss
    936  752.6374  "d"                HIT
    937  751.0157  "\xFB"             miss
    938  749.4688  " his"             HIT
    939  748.0942  "\n"               HIT
    940  746.7476  ","                HIT
    941  745.2116  "\xFB"             miss
    942  743.6663  " glorious"        miss
    943  742.0225  " six"             miss
    944  740.7211  " and"             HIT
    945  739.4221  "year"             miss
    946  737.7163  " them"            HIT
    947  736.2349  " glorious"        miss
    948  734.6024  "-"                HIT
    949  733.0338  " putting"         miss
    950  731.6570  "man"              HIT
    951  729.8880  " don"             miss
    952  728.5318  "ing"              HIT
    953  726.8489  " ruthless"        miss
    954  725.1903  "\n"               HIT
    955  723.8585  "\xFB"             miss
    956  722.3275  " good"            HIT
    957  720.8817  "d"                HIT
    958  719.2791  " four"            HIT
    959  717.9932  ","                HIT
    960  716.4733  "\xFB"             miss
    961  714.9466  " lot"             miss
    962  713.4305  " people"          HIT
    963  712.0267  " kept"            miss
    964  710.5300  " and"             HIT
    965  709.2486  " wretched"        HIT
    966  707.5479  "man"              HIT
    967  705.7975  " this"            HIT
    968  704.5194  " vehement"        miss
    969  702.6636  " week"            miss
    970  701.1417  "35"               miss
    971  699.6918  " by"              HIT
    972  698.4254  " by"              HIT
    973  697.1658  "ing"              HIT
    974  695.5027  " week"            miss
    975  693.9922  " prosperous"      miss
    976  692.2328  "\n"               HIT
    977  690.9186  "d"                HIT
    978  689.3366  " large"           HIT
    979  687.9394  "\xFB"             miss
    980  686.4316  " thousand"        HIT
    981  684.7081  " any"             HIT
    982  683.3218  " by"              HIT
    983  682.0732  " week"            miss
    984  680.5787  " on"              HIT
    985  679.3721  " mighty"          miss
    986  677.6925  ","                HIT
    987  676.1938  " by"              HIT
    988  674.9583  "\xFB"             miss
    989  673.4574  " week"            miss
    990  671.9756  "ing"              HIT
    991  670.3307  "man"              HIT
    992  668.6069  " people"          HIT
    993  667.2295  " fearful"         miss
    994  665.5319  ","                HIT
    995  664.0460  " vehement"        miss
    996  662.2246  "m"                miss
    997  660.7003  " lot"             miss
    998  659.2195  " his"             HIT
    999  657.8909  " his"             HIT
   1000  656.5707  "17"               miss
   1001  655.1419  " wretched"        HIT
   1002  653.4829  "\n"               HIT
   1003  652.1911  " century"         miss
   1004  650.5198  "d"                HIT
   1005  648.9662  " laws"            miss
   1006  647.3637  " four"            HIT
   1007  646.1174  " going"           HIT
   1008  644.7623  "es"               HIT
   1009  643.0066  " mighty"          miss
   1010  641.3555  " week"            miss
   1011  639.8991  " and"             HIT
   1012  638.6559  "\xFB"             miss
   1013  637.1806  ","                HIT
   1014  635.7125  "ed"               HIT
   1015  634.0052  " good"            HIT
   1016  632.6166  "\xFB"             miss
   1017  631.1466  " thousand"        HIT
   1018  629.4664  "\n"               HIT
   1019  628.1892  "man"              HIT
   1020  626.4986  " those"           HIT
   1021  625.1842  " large"           HIT
   1022  623.8310  " laws"            miss
   1023  622.2521  "m"                miss
   1024  620.7606  " joyful"          miss
   1025  619.1437  " on"              HIT
   1026  617.9761  " fearsome"        miss
   1027  616.3672  " and"             HIT
   1028  615.1401  " lot"             miss
   1029  613.6977  "d"                HIT
   1030  612.1782  "\xFB"             miss
   1031  610.7289  " thousand"        HIT
   1032  609.0746  " political"       miss
   1033  607.5935  " his"             HIT
   1034  606.3084  "ing"              HIT
   1035  604.7153  ","                HIT
   1036  603.2748  " nation"          miss
   1037  601.7419  " putting"         miss
   1038  600.4476  " century"         miss
   1039  598.8239  " his"             HIT
   1040  597.5532  "es"               HIT
   1041  595.8436  " foods"           miss
   1042  594.2394  "c"                miss
   1043  592.7604  " wretched"        HIT
   1044  591.1569  " almost"          miss
   1045  589.8829  "\n"               HIT
   1046  588.6342  "man"              HIT
   1047  586.9810  " young"           miss
   1048  585.5433  "to"               HIT
   1049  584.0536  "ed"               HIT
   1050  582.3956  " mighty"          miss
   1051  580.8011  " things"          HIT
   1052  579.3441  " thousand"        HIT
   1053  577.7220  " political"       miss
   1054  576.2742  " 17"              miss
   1055  575.0565  ","                HIT
   1056  573.6419  " week"            miss
   1057  572.2417  " laws"            miss
   1058  570.7110  " food"            miss
   1059  569.2849  " neighb"          miss
   1060  567.1035  " wooden"          miss
   1061  565.6572  " almost"          miss
   1062  564.4060  "\n"               HIT
   1063  563.1788  " 17"              miss
   1064  561.9788  " century"         miss
   1065  560.4009  "f"                HIT
   1066  558.9354  " diseases"        miss
   1067  557.2449  "es"               HIT
   1068  555.5777  " hand"            HIT
   1069  554.1267  "man"              HIT
   1070  552.5139  " much"            HIT
   1071  551.2253  " mountain"        miss
   1072  549.7712  " kings"           miss
   1073  548.0679  "on"               miss
   1074  546.5606  "ed"               HIT
   1075  544.9412  " kings"           miss
   1076  543.2543  " and"             HIT
   1077  542.0806  " kings"           miss
   1078  540.4117  " poor"            miss
   1079  538.9491  ","                HIT
   1080  537.5681  " melancholy"      miss
   1081  535.9338  " thousand"        HIT
   1082  534.3629  " our"             miss
   1083  533.0797  " diseases"        miss
   1084  531.4295  " almost"          miss
   1085  530.2105  " kings"           miss
   1086  528.5714  "c"                miss
   1087  527.1504  " servants"        miss
   1088  525.4651  "\n"               HIT
   1089  524.2656  " hand"            HIT
   1090  522.8421  " diseases"        miss
   1091  521.2175  "ness"             HIT
   1092  519.3052  " wood"            miss
   1093  517.8717  " at"              HIT
   1094  516.7831  "ing"              HIT
   1095  515.2809  "l"                HIT
   1096  513.8445  "on"               miss
   1097  512.3769  " diseases"        miss
   1098  510.7755  " thousand"        HIT
   1099  509.2404  " much"            HIT
   1100  507.9903  " political"       miss
   1101  506.6212  "f"                HIT
   1102  505.2177  " hair"            miss
   1103  503.7735  " going"           HIT
   1104  502.5367  " railway"         miss
   1105  501.0169  "ness"             HIT
   1106  499.1488  " hand"            HIT
   1107  497.7566  " almost"          miss
   1108  496.5707  "\n"               HIT
   1109  495.4031  "ed"               HIT
   1110  493.8477  " diseases"        miss
   1111  492.2820  " week"            miss
   1112  490.9637  " kings"           miss
   1113  489.3798  " any"             HIT
   1114  488.1251  "ness"             HIT
   1115  486.2965  " servants"        miss
   1116  484.6722  " any"             HIT
   1117  483.4311  " and"             HIT
   1118  482.3124  " thousand"        HIT
   1119  480.8244  " wood"            miss
   1120  479.4403  " angry"           miss
   1121  478.0716  "r"                miss
   1122  476.6260  "man"              HIT
   1123  475.1092  " streets"         miss
   1124  473.5693  " any"             HIT
   1125  472.3499  "on"               miss
   1126  470.9375  " mighty"          miss
   1127  469.4773  ","                HIT
   1128  468.1747  " diseases"        miss
   1129  466.6660  " hand"            HIT
   1130  465.3181  " sorrow"          miss
   1131  463.8231  " 17"              miss
   1132  462.7105  " one"             HIT
   1133  461.5945  "c"                miss
   1134  460.2632  "ness"             HIT
   1135  458.4978  " northern"        miss
   1136  457.1710  "ed"               HIT
   1137  455.6776  " angry"           miss
   1138  454.3592  "\n"               HIT
   1139  453.2417  " railway"         miss
   1140  451.7957  "ies"              miss
   1141  450.2089  " hair"            miss
   1142  448.8441  "down"             miss
   1143  447.2952  "ra"               miss
   1144  445.8250  " water"           miss
   1145  444.5714  " and"             HIT
   1146  443.5028  " streets"         miss
   1147  442.0290  " fresh"           miss
   1148  440.7362  "st"               HIT
   1149  439.3207  " kings"           miss
   1150  437.8318  " any"             HIT
   1151  436.6671  " destruction"     miss
   1152  435.2676  " any"             HIT
   1153  434.1199  " hand"            HIT
   1154  432.8268  " poor"            miss
   1155  431.5140  "es"               HIT
   1156  430.0377  " thousand"        HIT
   1157  428.6514  " misery"          miss
   1158  427.1943  " gatherings"      miss
   1159  425.5955  " gatherings"      miss
   1160  424.0233  " gatherings"      miss
   1161  422.4782  ","                HIT
   1162  421.2408  " gatherings"      miss
   1163  419.7219  " all"             HIT
   1164  418.6628  "\n"               HIT
   1165  417.5954  " gatherings"      miss
   1166  416.1039  "on"               miss
   1167  414.7863  "man"              HIT
   1168  413.3848  " much"            HIT
   1169  412.2656  "down"             miss
   1170  410.7974  " one"             HIT
   1171  409.7569  " fresh"           miss
   1172  408.5257  "ay"               miss
   1173  407.0627  " moral"           miss
   1174  405.8170  "land"             miss
   1175  404.3145  " hand"            HIT
   1176  403.0781  "g"                miss
   1177  401.8223  " 17"              miss
   1178  400.8075  "ra"               miss
   1179  399.4387  " song"            miss
   1180  398.2022  "st"               HIT
   1181  396.8795  " moral"           miss
   1182  395.6714  "ed"               HIT
   1183  394.3094  " days"            miss
   1184  393.0744  " wood"            miss
   1185  391.8559  "ly"               HIT
   1186  390.4251  " hair"            miss
   1187  389.1885  " England"         HIT
   1188  387.8391  " England"         HIT
   1189  386.5143  " England"         HIT
   1190  385.2146  "ter"              miss
   1191  383.7429  " England"         HIT
   1192  382.4711  ","                HIT
   1193  381.3262  " sl"              miss
   1194  380.2226  " fresh"           miss
   1195  379.0566  " night"           HIT
   1196  377.8453  "ings"             miss
   1197  376.3227  "\n"               HIT
   1198  375.3412  " crowded"         miss
   1199  374.0484  "ter"              miss
   1200  372.6279  " hand"            HIT
   1201  371.4703  "row"              miss
   1202  369.9624  " railway"         miss
   1203  368.7105  " and"             HIT
   1204  367.7731  " fixed"           miss
   1205  366.5930  " greater"         miss
   1206  365.5042  "as"               HIT
   1207  364.3448  "ness"             HIT
   1208  362.8526  " servants"        miss
   1209  361.5249  " lock"            miss
   1210  360.3464  "ay"               miss
   1211  359.0312  " future"          miss
   1212  357.8877  " lights"          miss
   1213  356.6525  " one"             HIT
   1214  355.7249  "row"              miss
   1215  354.2937  " tr"              HIT
   1216  353.2304  "w"                HIT
   1217  352.1056  " fresh"           miss
   1218  351.0254  "ment"             miss
   1219  349.6149  " England"         HIT
   1220  348.4427  " and"             HIT
   1221  347.5605  "rop"              miss
   1222  346.1508  " school"          miss
   1223  345.0877  "ade"              miss
   1224  343.7421  "st"               HIT
   1225  342.5872  " places"          miss
   1226  341.4460  " almost"          miss
   1227  340.5402  "down"             miss
   1228  339.3051  " speed"           miss
   1229  338.2442  "ris"              miss
   1230  336.9234  " hall"            miss
   1231  335.7544  " almost"          miss
   1232  334.8812  " fixed"           miss
   1233  333.8185  "ies"              miss
   1234  332.5883  " good"            HIT
   1235  331.6519  " hair"            miss
   1236  330.5993  "ter"              miss
   1237  329.3618  " England"         HIT
   1238  328.2834  "\n"               HIT
   1239  327.4354  " guns"            miss
   1240  326.3341  "ly"               HIT
   1241  325.1477  " crowded"         miss
   1242  324.0459  " future"          miss
   1243  323.0341  "age"              miss
   1244  321.7776  " then"            miss
   1245  320.8120  " sl"              miss
   1246  319.9031  " song"            miss
   1247  318.9210  "at"               miss
   1248  317.9056  " hand"            HIT
   1249  316.9444  "ment"             miss
   1250  315.7096  " days"            miss
   1251  314.7417  "ris"              miss
   1252  313.5495  " closed"          miss
   1253  312.5854  " light"           HIT
   1254  311.6584  " safety"          miss
   1255  310.6509  " wrong"           miss
   1256  309.6203  "ables"            miss
   1257  308.2884  "rop"              miss
   1258  307.0745  " king"            HIT
   1259  306.1019  " left"            miss
   1260  305.2175  "ute"              miss
   1261  304.0616  " England"         HIT
   1262  303.1151  " town"            HIT
   1263  302.1728  " plain"           HIT
   1264  301.1901  " worse"           HIT
   1265  300.2119  "ved"              miss
   1266  299.0832  " loss"            miss
   1267  298.1778  ","                HIT
   1268  297.3278  " then"            miss
   1269  296.4839  "shot"             miss
   1270  295.3888  " tro"             HIT
   1271  294.3420  "row"              miss
   1272  293.2564  " and"             HIT
   1273  292.5729  " room"            miss
   1274  291.6996  "ck"               miss
   1275  290.6960  " past"            HIT
   1276  289.8739  "ade"              miss
   1277  288.8643  "est"              miss
   1278  287.8808  " Majesty"         miss
   1279  286.7985  " other"           HIT
   1280  286.0524  " whom"            HIT
   1281  285.1393  " safety"          miss
   1282  284.3033  " hat"             miss
   1283  283.4446  " Lord"            HIT
   1284  282.6102  "rop"              miss
   1285  281.6207  " one"             HIT
   1286  280.9941  " luck"            miss
   1287  280.0387  "age"              miss
   1288  279.0947  ","                HIT
   1289  278.3860  " plain"           HIT
   1290  277.5790  " whom"            HIT
   1291  276.7683  "ter"              miss
   1292  275.8944  " fire"            miss
   1293  275.1528  "ule"              miss
   1294  274.2269  " orders"          miss
   1295  273.3539  " orders"          miss
   1296  272.5289  " tro"             HIT
   1297  271.6953  " order"           HIT
   1298  270.9684  "\n"               HIT
   1299  270.4076  "own"              miss
   1300  269.5106  " gr"              miss
   1301  268.8382  " Camp"            miss
   1302  268.1232  " finished"        miss
   1303  267.4548  " other"           HIT
   1304  266.8766  "bra"              miss
   1305  266.0165  " safe"            miss
   1306  265.3684  "ally"             miss
   1307  264.5568  "sh"               miss
   1308  263.8993  "way"              HIT
   1309  263.1786  " luck"            miss
   1310  262.4485  " closed"          miss
   1311  261.8630  ","                HIT
   1312  261.3205  " hall"            miss
   1313  260.6991  "ment"             miss
   1314  259.9979  " light"           HIT
   1315  259.4631  " crown"           miss
   1316  258.8266  "shot"             miss
   1317  258.1679  " right"           miss
   1318  257.6680  " pressed"         miss
   1319  257.1118  "uter"             miss
   1320  256.4466  " times"           HIT
   1321  255.9296  " saf"             miss
   1322  255.3389  "en"               miss
   1323  254.8300  " then"            miss
   1324  254.3592  "ables"            miss
   1325  253.6646  " sk"              miss
   1326  253.2145  " past"            HIT
   1327  252.7735  " Queen"           miss
   1328  252.3078  " dinner"          miss
   1329  251.8225  " and"             HIT
   1330  251.4806  "ris"              miss
   1331  250.9714  " charge"          miss
   1332  250.4845  "ter"              miss
   1333  250.0146  " charge"          miss
   1334  249.5845  "hol"              HIT
   1335  249.0867  " then"            miss
   1336  248.7389  "ice"              miss
   1337  248.3004  " dinner"          miss
   1338  247.9254  " left"            miss
   1339  247.6027  " plain"           HIT
   1340  247.2448  " close"           HIT
   1341  246.9349  "age"              miss
   1342  246.5470  " witness"         miss
   1343  246.1688  "ule"              miss
   1344  245.7946  "\n"               HIT
   1345  245.5582  " spirits"         HIT
   1346  245.2098  " Tw"              miss
   1347  244.9301  "que"              miss
   1348  244.6030  " luck"            miss
   1349  244.3080  " and"             HIT
   1350  244.1183  " blank"           miss
   1351  243.8760  "ove"              miss
   1352  243.6028  " round"           HIT
   1353  243.3975  " no"              HIT
   1354  243.2259  "est"              miss
   1355  243.0054  "rop"              miss
   1356  242.7656  "nce"              miss
   1357  242.5217  " camp"            miss
   1358  242.3357  " uniform"         miss
   1359  242.1693  " old"             HIT
   1360  242.0372  " witness"         miss
   1361  241.8932  "roads"            HIT
   1362  241.7338  ","                HIT
   1363  241.6206  "uter"             miss
   1364  241.4920  " rank"            miss
   1365  241.3963  " present"         HIT
   1366  241.3156  " shot"            HIT
   1367  241.2446  " right"           miss
   1368  241.1871  " Count"           miss
   1369  241.1340  "ally"             miss
   1370  241.0937  " cross"           miss
   1371  241.0495  " tro"             HIT
   1372  241.0306  " fire"            miss
   1373  241.0221  " bin"             miss
         241.0302  (final residual)

--- Results ---
  Total token recovery:  43.9% (615/1401, 786 missing, 531 extra)
  Unique token recovery: 13.8% (88/638)
  Recovered tokens: 1374
  Final residual: 241.0302

  Missing unique tokens (550):
    " the"          (appeared 74x)
    " a"            (appeared 22x)
    " for"          (appeared 6x)
    " out"          (appeared 6x)
    "\xE2\x80"      (appeared 6x)
    "and"           (appeared 5x)
    " we"           (appeared 4x)
    "in"            (appeared 4x)
    " there"        (appeared 4x)
    " year"         (appeared 4x)
    " seven"        (appeared 4x)
    "s"             (appeared 4x)
    " now"          (appeared 4x)
    " before"       (appeared 3x)
    " way"          (appeared 3x)
    " period"       (appeared 3x)
    " some"         (appeared 3x)
    " its"          (appeared 3x)
    "that"          (appeared 3x)
    " ever"         (appeared 3x)
    " hundred"      (appeared 3x)
    " seventy"      (appeared 3x)
    "five"          (appeared 3x)
    " her"          (appeared 3x)
    " London"       (appeared 3x)
    ":"             (appeared 3x)
    " which"        (appeared 3x)
    " than"         (appeared 3x)
    " down"         (appeared 3x)
    " enough"       (appeared 3x)
    " Wood"         (appeared 3x)
    " Farmer"       (appeared 3x)
    "\x99"          (appeared 3x)
    " who"          (appeared 3x)
    " their"        (appeared 3x)
    "ket"           (appeared 3x)
    "eers"          (appeared 3x)
    "It"            (appeared 2x)
    " age"          (appeared 2x)
    " epoch"        (appeared 2x)
    "ity"           (appeared 2x)
    " us"           (appeared 2x)
    " direct"       (appeared 2x)
    " like"         (appeared 2x)
    " being"        (appeared 2x)
    " received"     (appeared 2x)
    " or"           (appeared 2x)
    " only"         (appeared 2x)
    " jaw"          (appeared 2x)
    " queen"        (appeared 2x)
    " face"         (appeared 2x)
    "th"            (appeared 2x)
    " France"       (appeared 2x)
    " In"           (appeared 2x)
    " lords"        (appeared 2x)
    " favoured"     (appeared 2x)
    "b"             (appeared 2x)
    " up"           (appeared 2x)
    " Cock"         (appeared 2x)
    "lane"          (appeared 2x)
    " dozen"        (appeared 2x)
    " after"        (appeared 2x)
    " r"            (appeared 2x)
    " very"         (appeared 2x)
    " come"         (appeared 2x)
    " through"      (appeared 2x)
    " off"          (appeared 2x)
    "ers"           (appeared 2x)
    " he"           (appeared 2x)
    " not"          (appeared 2x)
    " It"           (appeared 2x)
    " likely"       (appeared 2x)
    "erer"          (appeared 2x)
    " into"         (appeared 2x)
    "tered"         (appeared 2x)
    " sn"           (appeared 2x)
    " about"        (appeared 2x)
    " work"         (appeared 2x)
    " went"         (appeared 2x)
    "with"          (appeared 2x)
    " highway"      (appeared 2x)
    "\x9C"          (appeared 2x)
    "\x9D"          (appeared 2x)
    " dead"         (appeared 2x)
    " robbed"       (appeared 2x)
    " among"        (appeared 2x)
    " mus"          (appeared 2x)
    " mob"          (appeared 2x)
    " fired"        (appeared 2x)
    " burning"      (appeared 2x)
    " two"          (appeared 2x)
    " best"         (appeared 1x)
    " worst"        (appeared 1x)
    "isdom"         (appeared 1x)
    " foolish"      (appeared 1x)
    " belief"       (appeared 1x)
    "was"           (appeared 1x)
    " incred"       (appeared 1x)
    "ul"            (appeared 1x)
    " season"       (appeared 1x)
    " Light"        (appeared 1x)
    "season"        (appeared 1x)
    " Darkness"     (appeared 1x)
    " spring"       (appeared 1x)
    " hope"         (appeared 1x)
    " winter"       (appeared 1x)
    "des"           (appeared 1x)
    "pair"          (appeared 1x)
    " everything"   (appeared 1x)
    " nothing"      (appeared 1x)
    "all"           (appeared 1x)
    " Heaven"       (appeared 1x)
    "short"         (appeared 1x)
    " so"           (appeared 1x)
    " far"          (appeared 1x)
    "no"            (appeared 1x)
    "is"            (appeared 1x)
    "iest"          (appeared 1x)
    " authorities"  (appeared 1x)
    " insisted"     (appeared 1x)
    "evil"          (appeared 1x)
    " super"        (appeared 1x)
    "ative"         (appeared 1x)
    " degree"       (appeared 1x)
    " comparison"   (appeared 1x)
    "There"         (appeared 1x)
    "rone"          (appeared 1x)
    "a"             (appeared 1x)
    " fair"         (appeared 1x)
    " throne"       (appeared 1x)
    " both"         (appeared 1x)
    " countries"    (appeared 1x)
    " clearer"      (appeared 1x)
    "than"          (appeared 1x)
    " crystal"      (appeared 1x)
    " State"        (appeared 1x)
    " preserves"    (appeared 1x)
    " lo"           (appeared 1x)
    "aves"          (appeared 1x)
    " fishes"       (appeared 1x)
    " general"      (appeared 1x)
    " settled"      (appeared 1x)
    " Our"          (appeared 1x)
    "Spirit"        (appeared 1x)
    "ual"           (appeared 1x)
    " revelations"  (appeared 1x)
    " conceded"     (appeared 1x)
    " Mrs"          (appeared 1x)
    " South"        (appeared 1x)
    "cott"          (appeared 1x)
    " recently"     (appeared 1x)
    " attained"     (appeared 1x)
    "tw"            (appeared 1x)
    "ent"           (appeared 1x)
    "ieth"          (appeared 1x)
    "less"          (appeared 1x)
    " birthday"     (appeared 1x)
    " prophetic"    (appeared 1x)
    " private"      (appeared 1x)
    " Life"         (appeared 1x)
    " Guards"       (appeared 1x)
    "her"           (appeared 1x)
    "ald"           (appeared 1x)
    " sublime"      (appeared 1x)
    " appearance"   (appeared 1x)
    " announcing"   (appeared 1x)
    " arrangements" (appeared 1x)
    "made"          (appeared 1x)
    " swallowing"   (appeared 1x)
    " Westminster"  (appeared 1x)
    " Even"         (appeared 1x)
    "ghost"         (appeared 1x)
    " laid"         (appeared 1x)
    " years"        (appeared 1x)
    "apping"        (appeared 1x)
    "mess"          (appeared 1x)
    "ages"          (appeared 1x)
    " last"         (appeared 1x)
    " ("            (appeared 1x)
    "super"         (appeared 1x)
    "n"             (appeared 1x)
    "aturally"      (appeared 1x)
    "def"           (appeared 1x)
    "icient"        (appeared 1x)
    " original"     (appeared 1x)
    ")"             (appeared 1x)
    "apped"         (appeared 1x)
    " theirs"       (appeared 1x)
    " M"            (appeared 1x)
    "ere"           (appeared 1x)
    " messages"     (appeared 1x)
    "earth"         (appeared 1x)
    " events"       (appeared 1x)
    " lately"       (appeared 1x)
    " English"      (appeared 1x)
    " Crown"        (appeared 1x)
    " People"       (appeared 1x)
    "from"          (appeared 1x)
    " congress"     (appeared 1x)
    " British"      (appeared 1x)
    " subjects"     (appeared 1x)
    " America"      (appeared 1x)
    " strange"      (appeared 1x)
    " relate"       (appeared 1x)
    " proved"       (appeared 1x)
    " more"         (appeared 1x)
    " important"    (appeared 1x)
    " human"        (appeared 1x)
    " race"         (appeared 1x)
    "communications" (appeared 1x)
    " yet"          (appeared 1x)
    " chickens"     (appeared 1x)
    "bro"           (appeared 1x)
    "od"            (appeared 1x)
    "France"        (appeared 1x)
    " less"         (appeared 1x)
    " whole"        (appeared 1x)
    " matters"      (appeared 1x)
    " spiritual"    (appeared 1x)
    "ister"         (appeared 1x)
    " shield"       (appeared 1x)
    "ident"         (appeared 1x)
    " rolled"       (appeared 1x)
    " exceeding"    (appeared 1x)
    " smooth"       (appeared 1x)
    "hill"          (appeared 1x)
    " making"       (appeared 1x)
    " paper"        (appeared 1x)
